tr_loss;tr_acc;Val_acc;Val_acc0;Val_acc1;Val_loss;Test_acc;Test_acc0;Test_acc1;Test_loss
0.6755181550979614;0.5448960661888123;0.5831775665283203;0.6083086133003235;0.5404040217399597;0.6223704218864441;0.67107754945755;0.6865671873092651;0.6391752362251282;0.6054100394248962
0.6197620630264282;0.5682892203330994;0.4728972017765045;0.29080119729042053;0.7828282713890076;0.620482325553894;0.5406427383422852;0.3462686538696289;0.8711339831352234;0.587524950504303
0.6014690399169922;0.5978261232376099;0.6037383079528809;0.5964391827583313;0.6161616444587708;0.5875570178031921;0.663516104221344;0.6388059854507446;0.7010309100151062;0.5397915840148926
0.5707050561904907;0.6353970170021057;0.6523364782333374;0.6646884083747864;0.631313145160675;0.5431926846504211;0.706994354724884;0.7044776082038879;0.706185519695282;0.4791645407676697
0.47785359621047974;0.7306238412857056;0.7850467562675476;0.7774480581283569;0.7979797720909119;0.3814021348953247;0.8279773592948914;0.8089552521705627;0.8556700944900513;0.33614110946655273
0.38938289880752563;0.7946597337722778;0.8299065828323364;0.925815999507904;0.6666666865348816;0.35524484515190125;0.8657845258712769;0.9194030165672302;0.76804119348526;0.30644509196281433
0.36451855301856995;0.8045841455459595;0.6990654468536377;0.997032642364502;0.19191919267177582;0.6817382574081421;0.7315689921379089;0.9940298795700073;0.27319586277008057;0.6005045771598816
0.3552890717983246;0.814035952091217;0.7383177876472473;0.9940652847290039;0.3030303120613098;0.5977706909179688;0.7807183265686035;0.9850746393203735;0.42268040776252747;0.5036567449569702
0.3391334116458893;0.8199433088302612;0.7644860148429871;0.9940652847290039;0.3737373650074005;0.5292366147041321;0.8128544688224792;0.9820895791053772;0.5154638886451721;0.44226691126823425
0.3318096101284027;0.8239603042602539;0.8280373811721802;0.9792284965515137;0.5707070827484131;0.41930773854255676;0.8714556097984314;0.9641790986061096;0.706185519695282;0.3454894423484802
0.3120710849761963;0.8312854766845703;0.8299065828323364;0.9821958541870117;0.5707070827484131;0.39924997091293335;0.8827977776527405;0.967164158821106;0.7319587469100952;0.3251033127307892
0.30748477578163147;0.8357750773429871;0.818691611289978;0.9732937812805176;0.5555555820465088;0.4617021679878235;0.8525519967079163;0.967164158821106;0.6494845151901245;0.38466641306877136
0.30033883452415466;0.8447542786598206;0.8579439520835876;0.9643917083740234;0.6767676472663879;0.30838581919670105;0.884688138961792;0.9552239179611206;0.7577319145202637;0.26185479760169983
0.28460097312927246;0.8485350012779236;0.8355140686035156;0.8130563497543335;0.8737373948097229;0.2811053395271301;0.8223062753677368;0.7731343507766724;0.9020618200302124;0.2702748477458954
0.2830352485179901;0.8447542786598206;0.7663551568984985;0.9881305694580078;0.3888888955116272;0.5422084927558899;0.8147448301315308;0.9820895791053772;0.5206185579299927;0.4503021836280823
