tr_loss;tr_acc;Val_acc;Val_acc0;Val_acc1;Val_loss;Test_acc;Test_acc0;Test_acc1;Test_loss
0.6441196203231812;0.523124098777771;0.6332703232765198;0.841791033744812;0.2680412232875824;0.6365722417831421;0.6332703232765198;0.8686566948890686;0.22164948284626007;0.6463303565979004
0.6108322739601135;0.6057102084159851;0.5822306275367737;0.6358209252357483;0.4845360815525055;0.6279329061508179;0.5803402662277222;0.6567164063453674;0.44329896569252014;0.6297603845596313
0.5876600742340088;0.6406323313713074;0.5614367127418518;0.4597015082836151;0.7319587469100952;0.6665263772010803;0.5727788209915161;0.4686567187309265;0.7474226355552673;0.6683024168014526
0.5170868039131165;0.7092968225479126;0.8185255527496338;0.904477596282959;0.6649484038352966;0.4250065088272095;0.8147448301315308;0.9164178967475891;0.6340206265449524;0.41515490412712097
0.39619317650794983;0.7930627465248108;0.7731569409370422;0.9552239179611206;0.4536082446575165;0.562485933303833;0.7844990491867065;0.9791044592857361;0.44329896569252014;0.5172343254089355
0.3763459026813507;0.8060405850410461;0.7920604944229126;0.9492537379264832;0.5154638886451721;0.5143919587135315;0.8090737462043762;0.9731343388557434;0.5206185579299927;0.45666953921318054
0.35105136036872864;0.819726288318634;0.7863894104957581;0.967164158821106;0.469072163105011;0.5301705002784729;0.7863894104957581;0.9731343388557434;0.45876288414001465;0.48286545276641846
0.3354109823703766;0.8324681520462036;0.8317580819129944;0.9522387981414795;0.6185566782951355;0.4323491156101227;0.8336483836174011;0.967164158821106;0.5979381203651428;0.40836745500564575
0.33043792843818665;0.8301085233688354;0.8147448301315308;0.9582089781761169;0.561855673789978;0.4633490741252899;0.8166351914405823;0.9701492786407471;0.5463917255401611;0.4313545227050781
0.32786300778388977;0.8343558311462402;0.7788280248641968;0.9701492786407471;0.44329896569252014;0.5471557378768921;0.782608687877655;0.9791044592857361;0.438144326210022;0.5188683271408081
0.32053327560424805;0.8371873497962952;0.8620038032531738;0.9432836174964905;0.7164947986602783;0.3515518307685852;0.8582230806350708;0.9492537379264832;0.6958762407302856;0.32174018025398254
0.3182274103164673;0.8400188684463501;0.746691882610321;0.9820895791053772;0.3350515365600586;0.6316391229629517;0.7542533278465271;0.9910447597503662;0.34020617604255676;0.6210147738456726
0.312871515750885;0.8435582518577576;0.8090737462043762;0.9701492786407471;0.5257731676101685;0.4656093120574951;0.8204159140586853;0.9731343388557434;0.5515463948249817;0.43583929538726807
0.3092295229434967;0.8442661166191101;0.8393194675445557;0.9611940383911133;0.623711347579956;0.4041500985622406;0.8223062753677368;0.9641790986061096;0.5721649527549744;0.40416255593299866
0.2998054623603821;0.8558282256126404;0.7504726052284241;0.9791044592857361;0.3505154550075531;0.6001276969909668;0.7637051343917847;0.9910447597503662;0.3659793734550476;0.5539980530738831
0.3049182891845703;0.8487493991851807;0.8090737462043762;0.9791044592857361;0.5103092789649963;0.48798930644989014;0.8090737462043762;0.9820895791053772;0.5051546096801758;0.4622248113155365
0.29037246108055115;0.8532326221466064;0.7599244117736816;0.9791044592857361;0.37628865242004395;0.6077849268913269;0.7788280248641968;0.9940298795700073;0.4020618498325348;0.573630690574646
0.2899969816207886;0.8548843860626221;0.7240076065063477;0.9701492786407471;0.29381442070007324;0.6095341444015503;0.739130437374115;0.9731343388557434;0.3298968970775604;0.5543700456619263
0.28969332575798035;0.8555922508239746;0.6918714642524719;0.9731343388557434;0.2010309249162674;0.7494065165519714;0.699432909488678;0.9880596995353699;0.19587628543376923;0.7071112990379333
0.28072646260261536;0.8570079803466797;0.8052930235862732;0.9701492786407471;0.5154638886451721;0.49402740597724915;0.8109641075134277;0.9791044592857361;0.5154638886451721;0.45702606439590454
0.26923394203186035;0.8650306463241577;0.7996219396591187;0.9761193990707397;0.48969072103500366;0.5337734818458557;0.8090737462043762;0.9880596995353699;0.49484533071517944;0.5019335746765137
0.273860901594162;0.8603114485740662;0.8412098288536072;0.9820895791053772;0.592783510684967;0.410567969083786;0.8431001901626587;0.9880596995353699;0.5876288414001465;0.3825409710407257
0.25991514325141907;0.8718734979629517;0.8412098288536072;0.9522387981414795;0.6443299055099487;0.3881717622280121;0.8525519967079163;0.9522387981414795;0.675257682800293;0.33458656072616577
0.27142608165740967;0.8636149168014526;0.8128544688224792;0.9820895791053772;0.5154638886451721;0.5201411247253418;0.8166351914405823;0.9850746393203735;0.5206185579299927;0.5046377182006836
0.2520574927330017;0.8709296584129333;0.7655954957008362;0.9761193990707397;0.3969072103500366;0.6403145790100098;0.7750473022460938;0.9850746393203735;0.40721648931503296;0.5806812047958374
0.2594907879829407;0.8690419793128967;0.8506616353988647;0.9074627161026001;0.7474226355552673;0.32332396507263184;0.8638941645622253;0.9253731369972229;0.7525773048400879;0.28584998846054077
0.24344272911548615;0.8737611770629883;0.7731569409370422;0.9761193990707397;0.4175257682800293;0.6182498931884766;0.7882797718048096;0.9940298795700073;0.42783504724502563;0.5823222994804382
0.23743660748004913;0.8791882991790771;0.7996219396591187;0.9701492786407471;0.4999999701976776;0.520832359790802;0.8109641075134277;0.9820895791053772;0.5103092789649963;0.4718349277973175
0.2354869693517685;0.8763567805290222;0.7882797718048096;0.9641790986061096;0.4793814420700073;0.5726373195648193;0.7977315783500671;0.9701492786407471;0.49484533071517944;0.5101016163825989
0.23685221374034882;0.8756488561630249;0.8204159140586853;0.9731343388557434;0.5515463948249817;0.46958404779434204;0.8355387449264526;0.9791044592857361;0.5824742317199707;0.4229655861854553
0.22624614834785461;0.8855592012405396;0.8034026622772217;0.9791044592857361;0.49484533071517944;0.5359565019607544;0.8204159140586853;0.9850746393203735;0.530927836894989;0.492479532957077
0.2334405481815338;0.8803680539131165;0.8279773592948914;0.9701492786407471;0.5773195624351501;0.4634898602962494;0.8223062753677368;0.9731343388557434;0.5567010045051575;0.43573111295700073
0.2138211876153946;0.8919301629066467;0.8487712740898132;0.9582089781761169;0.6546391844749451;0.3808771073818207;0.8582230806350708;0.9791044592857361;0.6443299055099487;0.35832923650741577
0.21768152713775635;0.8860311508178711;0.8714556097984314;0.9313433170318604;0.7628865838050842;0.29739910364151;0.8676748871803284;0.9432836174964905;0.7319587469100952;0.29797109961509705
0.214323952794075;0.8855592012405396;0.6729678511619568;0.9850746393203735;0.12886597216129303;0.8942121863365173;0.6975425481796265;0.9970149397850037;0.17525772750377655;0.8276841044425964
0.215096116065979;0.8907503485679626;0.8563327193260193;0.8626865744590759;0.8402061462402344;0.29330506920814514;0.8695652484893799;0.9014925360679626;0.8092783093452454;0.26634326577186584
0.21138209104537964;0.8893345594406128;0.8487712740898132;0.9582089781761169;0.6546391844749451;0.3908243477344513;0.8563327193260193;0.967164158821106;0.6597937941551208;0.35092079639434814
0.20726625621318817;0.8912222385406494;0.7674858570098877;0.9761193990707397;0.4020618498325348;0.6323251724243164;0.8034026622772217;0.9850746393203735;0.4845360815525055;0.5446618795394897
0.20209187269210815;0.8933458924293518;0.8544423580169678;0.9432836174964905;0.6958762407302856;0.3679296374320984;0.8790170550346375;0.9731343388557434;0.7113401889801025;0.31662145256996155
0.19593152403831482;0.8990089297294617;0.8752363324165344;0.9134328365325928;0.8041236996650696;0.2842247188091278;0.8827977776527405;0.9194030165672302;0.8144329786300659;0.24993596971035004
0.18249186873435974;0.9032562375068665;0.8601134419441223;0.9104477763175964;0.76804119348526;0.32061296701431274;0.8733459711074829;0.9343283772468567;0.7628865838050842;0.30753830075263977
0.19230002164840698;0.8980650901794434;0.8336483836174011;0.9701492786407471;0.592783510684967;0.46510764956474304;0.8449905514717102;0.9850746393203735;0.5979381203651428;0.43772199749946594
0.18919622898101807;0.9013685584068298;0.8336483836174011;0.9641790986061096;0.6030927896499634;0.44716042280197144;0.8374291062355042;0.9791044592857361;0.5876288414001465;0.4360668957233429
0.18504835665225983;0.9004247188568115;0.8695652484893799;0.9074627161026001;0.798969030380249;0.3174079358577728;0.8827977776527405;0.937313437461853;0.7835051417350769;0.2831094563007355
0.19658374786376953;0.8961774110794067;0.8355387449264526;0.9701492786407471;0.5979381203651428;0.47175413370132446;0.8355387449264526;0.9791044592857361;0.5824742317199707;0.43719202280044556
0.17796632647514343;0.9049079418182373;0.8752363324165344;0.9134328365325928;0.8041236996650696;0.27605026960372925;0.8714556097984314;0.9104477763175964;0.798969030380249;0.29381126165390015
0.17850522696971893;0.903964102268219;0.8638941645622253;0.9074627161026001;0.7835051417350769;0.3408542275428772;0.8903591632843018;0.9552239179611206;0.7731958627700806;0.2912546396255493
0.18552686274051666;0.9020764231681824;0.8544423580169678;0.8268656730651855;0.8969072103500366;0.27972567081451416;0.8468809127807617;0.8298507332801819;0.8711339831352234;0.28280532360076904
0.17968633770942688;0.9006606936454773;0.8827977776527405;0.9343283772468567;0.7886597514152527;0.2805136740207672;0.8884688019752502;0.9522387981414795;0.7731958627700806;0.277020663022995
0.1651964783668518;0.9103350639343262;0.8487712740898132;0.967164158821106;0.6391752362251282;0.4157794117927551;0.8506616353988647;0.9701492786407471;0.6391752362251282;0.4215651750564575
0.17595891654491425;0.9056158065795898;0.8827977776527405;0.9343283772468567;0.7886597514152527;0.2819909155368805;0.884688138961792;0.9552239179611206;0.7577319145202637;0.29716727137565613
0.16764771938323975;0.9098631143569946;0.8733459711074829;0.9522387981414795;0.7319587469100952;0.32214081287384033;0.8638941645622253;0.9582089781761169;0.6958762407302856;0.3389136791229248
0.16416245698928833;0.9103350639343262;0.8752363324165344;0.8925372958183289;0.8402061462402344;0.2607835531234741;0.8827977776527405;0.9134328365325928;0.8247422575950623;0.24697916209697723
0.16209633648395538;0.9126946330070496;0.8638941645622253;0.8985074758529663;0.798969030380249;0.29366397857666016;0.8827977776527405;0.9223880767822266;0.8092783093452454;0.2554170489311218
0.16335229575634003;0.9155261516571045;0.8601134419441223;0.9522387981414795;0.6958762407302856;0.3844671845436096;0.8752363324165344;0.9641790986061096;0.7164947986602783;0.3439939320087433
0.15386198461055756;0.9150542616844177;0.8431001901626587;0.9582089781761169;0.6391752362251282;0.4236098825931549;0.8525519967079163;0.9701492786407471;0.6443299055099487;0.3841848075389862
0.15500131249427795;0.9143463969230652;0.8941398859024048;0.9253731369972229;0.8350515365600586;0.2543962299823761;0.8941398859024048;0.9402984976768494;0.8092783093452454;0.26266127824783325
0.16334447264671326;0.9117507934570312;0.8241966366767883;0.9611940383911133;0.5824742317199707;0.4741021990776062;0.8204159140586853;0.9761193990707397;0.5463917255401611;0.4787295162677765
0.17045782506465912;0.9131665825843811;0.8752363324165344;0.9402984976768494;0.7577319145202637;0.3322230875492096;0.8695652484893799;0.9641790986061096;0.7010309100151062;0.34198498725891113
0.150793194770813;0.9197734594345093;0.8544423580169678;0.9522387981414795;0.6804123520851135;0.3595685064792633;0.8601134419441223;0.9641790986061096;0.675257682800293;0.35219717025756836
0.15338760614395142;0.9171779155731201;0.884688138961792;0.9432836174964905;0.7783504724502563;0.28758952021598816;0.8903591632843018;0.9641790986061096;0.7577319145202637;0.2907232344150543
0.14529772102832794;0.9233128428459167;0.8941398859024048;0.9223880767822266;0.8402061462402344;0.2521403729915619;0.9035916924476624;0.937313437461853;0.8402061462402344;0.24109920859336853
0.1423969864845276;0.9254364967346191;0.8865785002708435;0.9462686777114868;0.7783504724502563;0.31296655535697937;0.8827977776527405;0.9611940383911133;0.7422680258750916;0.3023394048213959
0.14248472452163696;0.9211891889572144;0.8771266937255859;0.9194030165672302;0.798969030380249;0.292184054851532;0.8979206085205078;0.9492537379264832;0.8041236996650696;0.2788708508014679
0.1573333740234375;0.914818286895752;0.880907416343689;0.9313433170318604;0.7886597514152527;0.29362258315086365;0.8960302472114563;0.9492537379264832;0.798969030380249;0.2430627942085266
0.14403793215751648;0.9190655946731567;0.8884688019752502;0.9253731369972229;0.8195875883102417;0.2800140976905823;0.8941398859024048;0.937313437461853;0.8144329786300659;0.2714691162109375
0.14240913093090057;0.9230769276618958;0.8884688019752502;0.9253731369972229;0.8195875883102417;0.28929027915000916;0.8922495245933533;0.9402984976768494;0.8041236996650696;0.2759806215763092
0.14430741965770721;0.9176498055458069;0.8695652484893799;0.9582089781761169;0.7113401889801025;0.36686599254608154;0.8752363324165344;0.9582089781761169;0.7268040776252747;0.34470808506011963
0.13604828715324402;0.9233128428459167;0.8884688019752502;0.9283581972122192;0.8144329786300659;0.2640221118927002;0.9035916924476624;0.9522387981414795;0.8144329786300659;0.2395707219839096
0.14173606038093567;0.9197734594345093;0.8884688019752502;0.937313437461853;0.798969030380249;0.2839585244655609;0.8941398859024048;0.9522387981414795;0.7886597514152527;0.25874584913253784
